Edges,Nodes,Density,Components,Min_spl,Max_spl,Median_spl,Mean_spl,Sd_spl,Min_bc,Max_bc,Median_bc,Mean_bc,Sd_bc,Min_cc,Max_cc,Median_cc,Mean_cc,Sd_cc,Min_dc,Max_dc,Median_dc,Mean_dc,Sd_dc
5928,3093,0,727,0,61,17,18.924,9.091,0,0.151,0,0.004,0.011,0,0.122,0.041,0.038,0.017,0,0.078,0,0.001,0.002
6902,2825,0,134,0,221,9,21.118,38.11,0,0.412,0.001,0.006,0.019,0,0.173,0.108,0.096,0.04,0,0.072,0.001,0.001,0.002
11307,5451,0,864,0,253,16,23.377,30.335,0,0.213,0,0.003,0.009,0,0.128,0.052,0.049,0.023,0,0.044,0,0,0.001
7208,3628,0,758,0,61,16,17.658,8.842,0,0.13,0,0.003,0.009,0,0.126,0.047,0.044,0.019,0,0.066,0,0.001,0.001
15164,5601,0,189,0,46,10,10.62,4.413,0,0.36,0,0.001,0.007,0,0.157,0.102,0.097,0.026,0,0.042,0,0,0.002
6918,2836,0,136,0,221,9,21.07,38.064,0,0.42,0.001,0.006,0.019,0,0.173,0.107,0.096,0.04,0,0.072,0.001,0.001,0.002
11226,5290,0,854,0,247,14,22.579,30.458,0,0.208,0,0.003,0.009,0,0.132,0.056,0.051,0.025,0,0.045,0,0,0.001
12654,5913,0,949,0,62,14,15.271,7.626,0,0.167,0,0.001,0.006,0,0.138,0.059,0.056,0.023,0,0.042,0,0,0.001
6733,3439,0,741,0,61,16,17.8,8.884,0,0.128,0,0.003,0.009,0,0.124,0.046,0.043,0.019,0,0.07,0,0.001,0.001
5862,2442,0,68,0,32,10,10.114,3.905,0,0.297,0.001,0.003,0.011,0,0.166,0.105,0.101,0.026,0,0.066,0.001,0.001,0.003
5051,2966,0,919,0,43,12,11.998,4.516,0,0.348,0,0.002,0.008,0,0.149,0.055,0.05,0.032,0,0.081,0.001,0.001,0.002
7623,3572,0,276,0,50,12,13.28,5.76,0,0.4,0.001,0.003,0.009,0,0.133,0.079,0.075,0.026,0,0.041,0,0.001,0.001
7704,2999,0,136,0,51,9,10.046,5.412,0,0.474,0,0.002,0.011,0,0.175,0.113,0.105,0.031,0,0.051,0.001,0.001,0.002
18,33,0.017,33,0,5,1,1.243,1.388,0,0.012,0,0.001,0.003,0,0.083,0,0.022,0.024,0,0.125,0.031,0.034,0.037
4638,1880,0.001,82,0,35,9,9.503,3.449,0,0.338,0.001,0.004,0.013,0,0.176,0.108,0.104,0.029,0,0.077,0.002,0.002,0.004
16,14,0.087,11,0,6,2,2.123,1.595,0,0.185,0.025,0.043,0.053,0,0.289,0.142,0.135,0.079,0.076,0.307,0.153,0.175,0.079
74,200,0.001,200,0,5,0,0.534,0.926,0,0,0,0,0,0,0.082,0,0.001,0.006,0,0.08,0,0.003,0.007
14,12,0.106,9,0,6,2,2.22,1.598,0,0.263,0.068,0.071,0.077,0,0.342,0.192,0.169,0.098,0,0.363,0.227,0.212,0.107
18,34,0.016,34,0,5,1,1.207,1.398,0,0.011,0,0.001,0.003,0,0.068,0,0.02,0.022,0,0.121,0.03,0.032,0.034
9240,4501,0,848,0,72,15,16.584,8.562,0,0.179,0,0.002,0.008,0,0.13,0.053,0.049,0.022,0,0.054,0,0,0.001
8035,3105,0,146,0,31,9,9.004,3.114,0,0.459,0,0.002,0.011,0,0.181,0.116,0.109,0.028,0,0.068,0.001,0.001,0.002
8297,3854,0,345,0,50,12,13.101,5.625,0,0.37,0.001,0.002,0.008,0,0.128,0.077,0.073,0.025,0,0.038,0,0.001,0.001
22,46,0.01,46,0,5,0,0.342,0.381,0,0.006,0,0,0.001,0,0.077,0,0.012,0.017,0,0.088,0.022,0.021,0.024
7500,2984,0,146,0,35,9,9.285,3.341,0,0.505,0,0.002,0.011,0,0.182,0.112,0.107,0.029,0,0.059,0.001,0.001,0.002
8585,4046,0,263,0,239,13,29.619,46.077,0,0.346,0,0.006,0.02,0,0.135,0.075,0.067,0.033,0,0.054,0,0.001,0.001
8748,4292,0,825,0,62,15,16.551,8.52,0,0.173,0,0.002,0.008,0,0.132,0.052,0.049,0.021,0,0.056,0,0,0.001
6929,3291,0,277,0,44,11,11.6,4.527,0,0.497,0,0.002,0.011,0,0.167,0.088,0.083,0.027,0,0.073,0,0.001,0.002
5124,2427,0,200,0,38,12,12.091,4.424,0,0.548,0.001,0.004,0.015,0,0.17,0.081,0.08,0.023,0,0.1,0.001,0.001,0.002
23,41,0.014,41,0,5,1,1.101,1.341,0,0.007,0,0,0.001,0,0.075,0,0.016,0.018,0,0.1,0.025,0.028,0.026
10668,5053,0,818,0,247,14,22.571,30.855,0,0.197,0,0.003,0.01,0,0.133,0.055,0.052,0.025,0,0.048,0,0,0.001
11226,5290,0,854,0,247,14,22.579,30.458,0,0.208,0,0.003,0.009,0,0.132,0.056,0.051,0.025,0,0.045,0,0,0.001
6948,2846,0,136,0,221,9,21.029,38.007,0,0.42,0.001,0.006,0.019,0,0.173,0.108,0.096,0.04,0,0.072,0.001,0.001,0.002
7934,3947,0,322,0,43,13,13.651,5.069,0,0.449,0,0.002,0.01,0,0.151,0.073,0.07,0.022,0,0.061,0,0.001,0.001
10149,5192,0,1006,0,63,16,17.635,7.723,0,0.194,0,0.002,0.008,0,0.12,0.049,0.045,0.018,0,0.046,0,0,0.001
9455,4403,0,441,0,227,11,19.66,32.55,0,0.401,0,0.003,0.012,0,0.16,0.084,0.074,0.035,0,0.055,0,0,0.002
16,14,0.087,11,0,6,2,2.125,1.606,0,0.185,0.022,0.043,0.053,0,0.289,0.142,0.134,0.08,0.076,0.307,0.153,0.175,0.079
9011,4418,0,770,0,247,15,24.262,32.557,0,0.238,0,0.004,0.011,0,0.128,0.052,0.048,0.023,0,0.055,0,0,0.001
4649,1887,0.001,82,0,35,9,9.236,0.473,0,0.334,0.001,0.004,0.013,0,0.178,0.108,0.104,0.029,0,0.077,0.002,0.002,0.004
9545,4657,0,374,0,50,12,12.841,5.019,0,0.475,0,0.002,0.009,0,0.156,0.08,0.075,0.023,0,0.052,0,0,0.001
7774,3618,0,225,0,49,12,12.975,5.541,0,0.387,0.001,0.003,0.009,0,0.133,0.081,0.077,0.025,0,0.04,0,0.001,0.001
4506,1831,0.001,85,0,43,9,9.511,3.593,0,0.351,0.001,0.004,0.013,0,0.178,0.107,0.104,0.029,0,0.079,0.002,0.002,0.004
9563,4287,0,247,0,47,12,12.536,5.054,0,0.348,0,0.002,0.008,0,0.132,0.085,0.079,0.023,0,0.049,0,0.001,0.001
6350,3003,0,328,0,41,11,11.688,4.514,0,0.531,0,0.003,0.012,0,0.18,0.084,0.08,0.028,0,0.08,0,0.001,0.002
3702,1522,0.001,84,0,35,9,9.314,0.573,0,0.409,0.002,0.005,0.015,0,0.182,0.104,0.101,0.031,0,0.095,0.002,0.003,0.005
6918,2836,0,136,0,221,9,21.07,38.064,0,0.42,0.001,0.006,0.019,0,0.173,0.107,0.096,0.04,0,0.072,0.001,0.001,0.002
25,42,0.014,42,0,5,1,1.126,1.323,0,0.007,0,0,0.001,0,0.104,0,0.017,0.021,0,0.097,0.024,0.029,0.027
7975,3934,0,763,0,61,15,16.834,8.537,0,0.146,0,0.002,0.009,0,0.13,0.05,0.047,0.02,0,0.061,0,0.001,0.001
6293,2527,0,136,0,33,9,9.248,3.239,0,0.474,0.001,0.003,0.012,0,0.174,0.112,0.106,0.028,0,0.057,0.001,0.001,0.002
9241,4502,0,849,0,72,15,16.584,8.562,0,0.179,0,0.002,0.008,0,0.13,0.053,0.048,0.022,0,0.053,0,0,0.001
5833,2794,0,170,0,47,12,12.874,5.341,0,0.399,0.001,0.003,0.011,0,0.134,0.08,0.077,0.024,0,0.045,0.001,0.001,0.001
7188,2842,0,130,0,34,9,9.061,3.283,0,0.427,0,0.002,0.011,0,0.182,0.115,0.109,0.03,0,0.066,0.001,0.001,0.002
6902,2825,0,134,0,221,9,21.118,38.11,0,0.412,0.001,0.006,0.019,0,0.173,0.108,0.096,0.04,0,0.072,0.001,0.001,0.002
9446,4224,0,304,0,225,11,19.253,32.221,0,0.408,0,0.003,0.013,0,0.168,0.091,0.082,0.034,0,0.057,0,0.001,0.002
8872,4355,0,770,0,247,15,24.543,32.808,0,0.226,0,0.004,0.011,0,0.13,0.051,0.047,0.023,0,0.055,0,0,0.001
8719,4280,0,825,0,62,15,16.876,8.386,0,0.151,0,0.002,0.008,0,0.132,0.051,0.047,0.02,0,0.057,0,0,0.001
8587,4558,0,968,0,63,17,18.612,7.97,0,0.199,0,0.002,0.008,0,0.116,0.044,0.041,0.018,0,0.053,0,0,0.001
4602,1868,0.001,82,0,35,9,9.506,3.457,0,0.338,0.001,0.004,0.013,0,0.176,0.108,0.104,0.029,0,0.078,0.002,0.002,0.004
11728,5352,0,302,0,255,12,25.401,42.272,0,0.459,0,0.004,0.015,0,0.145,0.082,0.074,0.033,0,0.043,0,0,0.001
8287,4197,0,944,0,64,12,12.292,5.027,0,0.373,0,0.001,0.008,0,0.133,0.066,0.056,0.031,0,0.057,0,0,0.001
5489,2173,0.001,97,0,43,9,9.255,3.523,0,0.426,0.001,0.003,0.013,0,0.189,0.109,0.107,0.03,0,0.113,0.001,0.002,0.004
2342,1133,0.001,68,0,31,12,11.721,3.758,0,0.166,0.004,0.008,0.015,0,0.136,0.083,0.079,0.022,0,0.042,0.003,0.003,0.002
5257,2187,0.001,82,0,223,10,24.427,42.224,0,0.473,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
6918,2836,0,136,0,221,9,21.07,38.064,0,0.42,0.001,0.006,0.019,0,0.173,0.107,0.096,0.04,0,0.072,0.001,0.001,0.002
5451,2432,0,150,0,46,12,12.896,5.487,0,0.482,0.001,0.004,0.013,0,0.139,0.081,0.077,0.025,0,0.053,0.001,0.001,0.001
8699,4025,0,354,0,49,11,12.014,4.967,0,0.356,0,0.002,0.008,0,0.141,0.083,0.079,0.027,0,0.043,0,0.001,0.001
4839,2044,0.001,89,0,221,10,25.298,43.696,0,0.458,0.001,0.011,0.029,0,0.199,0.104,0.094,0.045,0,0.101,0.001,0.002,0.003
7536,3565,0,320,0,49,11,11.607,4.678,0,0.528,0,0.002,0.011,0,0.166,0.088,0.083,0.028,0,0.068,0,0.001,0.001
3280,1497,0.001,115,0,30,9,8.861,0.713,0,0.586,0.002,0.005,0.017,0,0.175,0.103,0.1,0.029,0,0.078,0.002,0.002,0.003
9281,4540,0,358,0,45,12,13.081,4.958,0,0.461,0,0.002,0.009,0,0.157,0.078,0.074,0.023,0,0.053,0,0,0.001
11226,5290,0,854,0,247,14,22.579,30.458,0,0.208,0,0.003,0.009,0,0.132,0.056,0.051,0.025,0,0.045,0,0,0.001
8392,4126,0,787,0,61,15,16.494,8.386,0,0.149,0,0.002,0.008,0,0.127,0.052,0.049,0.021,0,0.058,0,0,0.001
8392,4126,0,787,0,61,15,16.494,8.386,0,0.149,0,0.002,0.008,0,0.127,0.052,0.049,0.021,0,0.058,0,0,0.001
9236,4760,0,1222,0,61,14,15.432,8.182,0,0.236,0,0.001,0.006,0,0.128,0.049,0.043,0.024,0,0.051,0,0,0.001
8267,4066,0,770,0,67,15,16.617,8.45,0,0.154,0,0.002,0.008,0,0.129,0.052,0.048,0.02,0,0.059,0,0.001,0.001
8661,4294,0,345,0,45,13,13.26,4.952,0,0.437,0,0.002,0.009,0,0.158,0.076,0.073,0.023,0,0.056,0,0,0.001
5180,2058,0.001,85,0,35,9,9.392,3.254,0,0.331,0.001,0.003,0.013,0,0.178,0.104,0.105,0.028,0,0.102,0.001,0.002,0.004
4906,2069,0.001,89,0,221,10,25.089,43.495,0,0.454,0.001,0.01,0.028,0,0.199,0.105,0.094,0.045,0,0.1,0.001,0.002,0.003
6809,3187,0,267,0,42,11,11.43,4.411,0,0.469,0,0.002,0.011,0,0.172,0.09,0.084,0.026,0,0.076,0,0.001,0.002
7546,3587,0,269,0,229,11,20.984,34.423,0,0.451,0,0.005,0.015,0,0.164,0.084,0.077,0.033,0,0.067,0,0.001,0.002
8076,3702,0,212,0,48,11,12.172,5.095,0,0.376,0.001,0.002,0.009,0,0.14,0.086,0.082,0.024,0,0.039,0,0.001,0.001
7356,3443,0,200,0,49,12,12.504,5.297,0,0.398,0.001,0.003,0.009,0,0.136,0.084,0.08,0.024,0,0.042,0,0.001,0.001
5743,2337,0.001,142,0,34,9,9.234,3.256,0,0.475,0.001,0.003,0.012,0,0.176,0.111,0.105,0.029,0,0.05,0.001,0.002,0.002
5664,2814,0,351,0,47,11,12.006,4.728,0,0.469,0,0.003,0.012,0,0.162,0.079,0.076,0.028,0,0.086,0.001,0.001,0.002
6128,2485,0,84,0,33,9,9.615,3.624,0,0.366,0.001,0.003,0.012,0,0.186,0.106,0.105,0.029,0,0.077,0.001,0.001,0.003
12969,6601,0,1275,0,67,16,17.19,7.338,0,0.15,0,0.001,0.006,0,0.126,0.051,0.046,0.019,0,0.036,0,0,0
5227,2177,0.001,82,0,223,10,24.495,42.3,0,0.474,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
9978,5185,0,1094,0,63,17,17.94,7.688,0,0.181,0,0.002,0.007,0,0.122,0.047,0.043,0.019,0,0.046,0,0,0.001
5425,2158,0.001,97,0,43,9,9.323,3.506,0,0.401,0.001,0.003,0.013,0,0.186,0.108,0.106,0.03,0,0.101,0.001,0.002,0.004
7798,3974,0,822,0,43,11,11.328,4.409,0,0.365,0,0.001,0.008,0,0.152,0.075,0.066,0.034,0,0.061,0,0,0.001
7759,3587,0,204,0,47,12,12.645,5.235,0,0.375,0.001,0.003,0.009,0,0.139,0.083,0.079,0.025,0,0.04,0,0.001,0.001
6255,2516,0,136,0,41,9,9.275,3.384,0,0.469,0.001,0.003,0.012,0,0.174,0.112,0.106,0.029,0,0.058,0.001,0.001,0.002
34,55,0.011,55,0,5,1,1.117,1.272,0,0.004,0,0,0,0,0.069,0.018,0.014,0.014,0,0.074,0.018,0.022,0.018
4883,2120,0.001,75,0,224,10,25.478,42.933,0,0.419,0.001,0.01,0.027,0,0.185,0.097,0.088,0.041,0,0.098,0.001,0.002,0.003
6948,2846,0,136,0,221,9,21.029,38.007,0,0.42,0.001,0.006,0.019,0,0.173,0.108,0.096,0.04,0,0.072,0.001,0.001,0.002
9011,4418,0,770,0,247,15,24.262,32.557,0,0.238,0,0.004,0.011,0,0.128,0.052,0.048,0.023,0,0.055,0,0,0.001
5227,2177,0.001,82,0,223,10,24.495,42.3,0,0.474,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
9272,4461,0,770,0,72,15,16.551,8.531,0,0.151,0,0.002,0.008,0,0.131,0.054,0.051,0.021,0,0.054,0,0,0.001
8513,3878,0,262,0,47,12,12.64,5.088,0,0.355,0,0.002,0.009,0,0.131,0.081,0.078,0.024,0,0.037,0,0.001,0.001
8876,4273,0,779,0,60,14,15.871,8.243,0,0.231,0,0.002,0.008,0,0.132,0.054,0.051,0.022,0,0.056,0,0,0.001
8981,4408,0,770,0,247,15,24.298,32.59,0,0.238,0,0.004,0.011,0,0.128,0.052,0.048,0.023,0,0.055,0,0,0.001
14,12,0.106,9,0,6,2,2.22,1.598,0,0.263,0.068,0.071,0.077,0,0.342,0.192,0.169,0.098,0,0.363,0.227,0.212,0.107
5521,2210,0.001,84,0,36,9,9.395,3.539,0,0.367,0.001,0.003,0.012,0,0.187,0.107,0.106,0.03,0,0.084,0.001,0.002,0.003
11226,5290,0,854,0,247,14,22.579,30.458,0,0.208,0,0.003,0.009,0,0.132,0.056,0.051,0.025,0,0.045,0,0,0.001
74,200,0.001,200,0,5,0,0.534,0.926,0,0,0,0,0,0,0.082,0,0.001,0.006,0,0.08,0,0.003,0.007
13776,7162,0,1518,0,271,16,27.781,38.888,0,0.166,0,0.002,0.009,0,0.122,0.047,0.041,0.022,0,0.034,0,0,0
6948,2846,0,136,0,221,9,21.029,38.007,0,0.42,0.001,0.006,0.019,0,0.173,0.108,0.096,0.04,0,0.072,0.001,0.001,0.002
14,12,0.106,9,0,6,2,2.22,1.598,0,0.263,0.068,0.071,0.077,0,0.342,0.192,0.169,0.098,0,0.363,0.227,0.212,0.107
27,45,0.013,45,0,5,1,1.203,1.324,0,0.006,0,0,0.001,0,0.085,0,0.017,0.021,0,0.113,0.022,0.027,0.03
7087,2832,0,86,0,223,10,22.039,38.274,0,0.391,0,0.007,0.02,0,0.173,0.105,0.093,0.041,0,0.072,0.001,0.001,0.003
31,73,0.005,71,0,4,0,0.603,0.876,0,0,0,0,0,0,0.049,0,0.006,0.011,0,0.055,0.013,0.011,0.014
8981,4408,0,770,0,247,15,24.298,32.59,0,0.238,0,0.004,0.011,0,0.128,0.052,0.048,0.023,0,0.055,0,0,0.001
8999,4425,0,782,0,247,15,24.281,32.569,0,0.237,0,0.004,0.011,0,0.128,0.051,0.047,0.023,0,0.054,0,0,0.001
9240,4501,0,848,0,72,15,16.584,8.562,0,0.179,0,0.002,0.008,0,0.13,0.053,0.049,0.022,0,0.054,0,0,0.001
6551,3050,0,184,0,47,11,12.238,5.133,0,0.435,0.001,0.003,0.01,0,0.138,0.085,0.081,0.025,0,0.045,0,0.001,0.001
6583,2616,0,122,0,34,9,9.057,3.298,0,0.41,0.001,0.002,0.011,0,0.182,0.115,0.109,0.03,0,0.066,0.001,0.001,0.002
23,53,0.008,53,0,5,0,0.97,1.308,0,0.004,0,0,0.001,0,0.032,0,0.01,0.012,0,0.076,0.019,0.016,0.018
6929,3291,0,277,0,44,11,11.6,4.527,0,0.497,0,0.002,0.011,0,0.167,0.088,0.083,0.027,0,0.073,0,0.001,0.002
10248,4920,0,848,0,62,14,16.113,8.047,0,0.176,0,0.002,0.007,0,0.133,0.055,0.052,0.021,0,0.049,0,0,0.001
18,33,0.017,33,0,5,0,0.416,0.422,0,0.012,0,0.001,0.003,0,0.083,0,0.022,0.024,0,0.125,0.031,0.034,0.037
9270,3627,0,139,0,222,9,19.185,34.519,0,0.385,0,0.004,0.015,0,0.173,0.108,0.097,0.039,0,0.056,0.001,0.001,0.002
6155,2525,0,137,0,33,9,9.335,3.159,0,0.509,0.001,0.003,0.012,0,0.178,0.107,0.104,0.028,0,0.053,0.001,0.001,0.002
28,42,0.016,42,0,5,1,1.201,1.318,0,0.007,0,0,0.001,0,0.155,0.024,0.019,0.026,0,0.146,0.024,0.032,0.032
9955,4401,0,256,0,225,11,19.268,31.627,0,0.423,0,0.003,0.013,0,0.168,0.091,0.082,0.033,0,0.055,0,0.001,0.002
5750,2278,0.001,130,0,34,9,9.121,3.224,0,0.466,0.001,0.003,0.013,0,0.175,0.112,0.106,0.029,0,0.07,0.001,0.002,0.003
18,33,0.017,33,0,5,1,1.243,1.388,0,0.012,0,0.001,0.003,0,0.083,0,0.022,0.024,0,0.125,0.031,0.034,0.037
7155,2916,0,135,0,221,9,20.673,37.584,0,0.392,0,0.006,0.019,0,0.177,0.108,0.097,0.04,0,0.07,0.001,0.001,0.002
16,39,0.01,39,0,5,0,0.303,0.38,0,0.008,0,0,0.002,0,0.043,0,0.013,0.017,0,0.105,0,0.021,0.028
6293,2527,0,136,0,33,9,9.248,3.239,0,0.474,0.001,0.003,0.012,0,0.174,0.112,0.106,0.028,0,0.057,0.001,0.001,0.002
5227,2177,0.001,82,0,223,10,24.495,42.3,0,0.474,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
4177,1826,0.001,137,0,32,9,9.937,3.628,0,0.584,0.001,0.004,0.015,0,0.167,0.1,0.096,0.028,0,0.066,0.002,0.002,0.003
28,42,0.016,42,0,5,1,1.201,1.318,0,0.007,0,0,0.001,0,0.155,0.024,0.019,0.026,0,0.146,0.024,0.032,0.032
11117,5250,0,1054,0,124,14,16.803,11.006,0,0.209,0,0.002,0.007,0,0.133,0.056,0.051,0.025,0,0.046,0,0,0.001
5227,2077,0.001,85,0,35,9,9.142,0.426,0,0.329,0.001,0.003,0.013,0,0.179,0.104,0.105,0.027,0,0.101,0.001,0.002,0.004
7858,3644,0,289,0,43,11,11.516,4.693,0,0.498,0,0.002,0.011,0,0.17,0.091,0.085,0.027,0,0.066,0,0.001,0.002
9963,5298,0,1582,0,169,15,18.952,17.287,0,0.173,0,0.002,0.006,0,0.117,0.045,0.039,0.025,0,0.045,0,0,0.001
93,102,0.009,98,0,9,0.5,1.089,0.716,0,0.008,0,0,0.001,0,0.057,0.009,0.013,0.015,0,0.079,0.019,0.018,0.014
8356,4100,0,771,0,61,15,16.528,8.4,0,0.15,0,0.002,0.008,0,0.127,0.052,0.049,0.021,0,0.059,0,0,0.001
14,12,0.106,9,0,6,2,1.423,0.685,0,0.263,0.068,0.071,0.077,0,0.342,0.192,0.169,0.098,0,0.363,0.227,0.212,0.107
5227,2177,0.001,82,0,223,10,24.495,42.3,0,0.474,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
13078,6103,0,432,0,48,12,12.731,4.831,0,0.416,0,0.001,0.008,0,0.142,0.08,0.076,0.021,0,0.079,0,0,0.001
22,39,0.014,39,0,5,0,0.384,0.391,0,0.008,0,0,0.002,0,0.078,0,0.017,0.019,0,0.105,0.026,0.029,0.028
5509,2321,0.001,122,0,34,9,9.685,3.569,0,0.515,0.001,0.003,0.012,0,0.177,0.106,0.102,0.029,0,0.055,0.001,0.002,0.002
6071,3140,0,720,0,61,17,18.604,9.005,0,0.164,0,0.003,0.011,0,0.125,0.042,0.04,0.017,0,0.077,0,0.001,0.002
9955,4401,0,256,0,225,11,19.268,31.627,0,0.423,0,0.003,0.013,0,0.168,0.091,0.082,0.033,0,0.055,0,0.001,0.002
12020,5271,0,263,0,50,12,12.099,4.742,0,0.368,0,0.001,0.009,0,0.133,0.085,0.082,0.022,0,0.091,0,0,0.002
5371,2214,0.001,129,0,36,9,9.397,3.455,0,0.52,0.001,0.003,0.013,0,0.184,0.108,0.104,0.03,0,0.07,0.001,0.002,0.003
5227,2177,0.001,82,0,223,10,24.495,42.3,0,0.474,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
8414,3899,0,299,0,51,11,12.492,5.46,0,0.424,0.001,0.002,0.009,0,0.138,0.081,0.077,0.025,0,0.042,0,0.001,0.001
7780,3675,0,231,0,50,12,13.353,5.558,0,0.373,0.001,0.003,0.009,0,0.132,0.078,0.075,0.024,0,0.042,0,0.001,0.001
6922,2788,0,147,0,41,9,9.304,3.44,0,0.51,0,0.002,0.011,0,0.183,0.112,0.106,0.029,0,0.056,0.001,0.001,0.002
58,80,0.009,80,0,39,10,11.906,9.726,0,0.061,0.001,0.02,0.024,0,0.024,0.02,0.014,0.01,0,0.05,0.025,0.018,0.011
6388,3037,0,206,0,46,12,12.797,5.309,0,0.406,0.001,0.003,0.01,0,0.135,0.08,0.077,0.026,0,0.043,0,0.001,0.001
14494,6683,0,1018,0,248,13,22.881,31.647,0,0.282,0,0.002,0.008,0,0.143,0.063,0.056,0.029,0,0.037,0,0,0.001
5953,3005,0,284,0,43,14,14.291,5.445,0,0.437,0.001,0.003,0.012,0,0.155,0.067,0.066,0.022,0,0.08,0,0.001,0.002
9009,4421,0,775,0,247,15,24.271,32.553,0,0.239,0,0.004,0.011,0,0.13,0.052,0.047,0.023,0,0.054,0,0,0.001
8177,3776,0,220,0,67,11,12.778,6.607,0,0.374,0.001,0.002,0.009,0,0.143,0.085,0.081,0.026,0,0.039,0,0.001,0.001
6293,2527,0,136,0,33,9,9.248,3.239,0,0.474,0.001,0.003,0.012,0,0.174,0.112,0.106,0.028,0,0.057,0.001,0.001,0.002
7546,3587,0,269,0,229,11,20.984,34.423,0,0.451,0,0.005,0.015,0,0.164,0.084,0.077,0.033,0,0.067,0,0.001,0.002
6948,2846,0,136,0,221,9,21.029,38.007,0,0.42,0.001,0.006,0.019,0,0.173,0.108,0.096,0.04,0,0.072,0.001,0.001,0.002
9100,4794,0,987,0,63,17,18.325,7.837,0,0.187,0,0.002,0.008,0,0.116,0.046,0.042,0.018,0,0.05,0,0,0.001
32,71,0.006,69,0,5,0,0.87,1.213,0,0.002,0,0,0,0,0.053,0,0.007,0.011,0,0.057,0.014,0.012,0.015
7087,2832,0,86,0,223,10,22.039,38.274,0,0.391,0,0.007,0.02,0,0.173,0.105,0.093,0.041,0,0.072,0.001,0.001,0.003
7256,3462,0,383,0,45,11,11.442,4.441,0,0.465,0,0.002,0.01,0,0.161,0.086,0.08,0.029,0,0.07,0,0.001,0.002
5213,2162,0.001,71,0,223,9,23.896,9.017,0,0.482,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.095,0.001,0.002,0.003
7552,3598,0,277,0,229,11,20.943,34.417,0,0.459,0,0.005,0.015,0,0.163,0.084,0.078,0.033,0,0.067,0,0.001,0.002
5621,2555,0,57,0,225,12,24.624,40.115,0,0.289,0.001,0.008,0.021,0,0.14,0.086,0.078,0.032,0,0.081,0.001,0.001,0.002
4602,1868,0.001,82,0,35,9,9.506,3.457,0,0.338,0.001,0.004,0.013,0,0.176,0.108,0.104,0.029,0,0.078,0.002,0.002,0.004
14,12,0.106,9,0,6,2,2.22,1.598,0,0.263,0.068,0.071,0.077,0,0.342,0.192,0.169,0.098,0,0.363,0.227,0.212,0.107
6818,3257,0,279,0,49,11,11.713,4.637,0,0.489,0,0.002,0.011,0,0.167,0.087,0.082,0.027,0,0.074,0,0.001,0.002
8856,4295,0,843,0,61,15,16.562,8.256,0,0.183,0,0.002,0.008,0,0.132,0.052,0.048,0.021,0,0.056,0,0,0.001
7778,3850,0,753,0,61,15,17.104,8.564,0,0.151,0,0.003,0.009,0,0.13,0.049,0.046,0.019,0,0.063,0,0.001,0.001
12161,5564,0,319,0,255,12,25.272,41.633,0,0.425,0,0.004,0.014,0,0.143,0.082,0.073,0.033,0,0.041,0,0,0.001
10010,4420,0,256,0,225,11,19.209,31.569,0,0.424,0,0.003,0.013,0,0.168,0.091,0.082,0.033,0,0.054,0,0.001,0.002
6710,3093,0,176,0,46,12,12.443,5.228,0,0.408,0.001,0.003,0.01,0,0.14,0.084,0.081,0.025,0,0.049,0,0.001,0.001
42,57,0.013,57,0,5,0,0.503,0.461,0,0.003,0,0,0.001,0,0.113,0.017,0.014,0.02,0,0.107,0.017,0.026,0.024
8887,4330,0,361,0,43,13,13.314,4.965,0,0.43,0,0.002,0.009,0,0.153,0.076,0.072,0.022,0,0.056,0,0,0.001
9789,4370,0,264,0,47,12,12.458,4.995,0,0.335,0,0.002,0.009,0,0.133,0.086,0.079,0.023,0,0.063,0,0.001,0.001
7851,3637,0,258,0,50,12,12.593,5.042,0,0.434,0.001,0.002,0.009,0,0.135,0.08,0.077,0.024,0,0.044,0,0.001,0.001
6095,3145,0,581,0,58,11,12.063,5.177,0,0.462,0,0.002,0.01,0,0.154,0.073,0.066,0.032,0,0.077,0,0.001,0.002
9436,4465,0,816,0,60,14,15.683,8.297,0,0.232,0,0.002,0.008,0,0.128,0.056,0.052,0.023,0,0.054,0,0,0.001
6293,2527,0,136,0,33,9,9.248,3.239,0,0.474,0.001,0.003,0.012,0,0.174,0.112,0.106,0.028,0,0.057,0.001,0.001,0.002
8765,4288,0,824,0,62,15,16.448,8.5,0,0.165,0,0.002,0.008,0,0.132,0.052,0.049,0.021,0,0.056,0,0,0.001
42,57,0.013,57,0,5,1,1.204,1.345,0,0.003,0,0,0.001,0,0.113,0.017,0.014,0.02,0,0.107,0.017,0.026,0.024
5257,2187,0.001,82,0,223,10,24.427,42.224,0,0.473,0.001,0.01,0.027,0,0.192,0.103,0.093,0.043,0,0.094,0.001,0.002,0.003
